Time [s],Current [A],Voltage [V],Discharge capacity [A.h],Cycle,Step
5400.0,0.5,4.049200041347255,0.75,0.0,0.0
5580.0,0.5,4.045608150367898,0.775,0.0,0.0
5760.0,0.5,4.041813454307339,0.7999999999999999,0.0,0.0
5940.0,0.5,4.037838152680171,0.8249999999999998,0.0,0.0
6120.0,0.5,4.033705814451791,0.8499999999999999,0.0,0.0
6300.0,0.5,4.029439515953937,0.8749999999999999,0.0,0.0
6480.0,0.5,4.025062119213068,0.8999999999999999,0.0,0.0
6660.0,0.5,4.0205959895954475,0.9249999999999999,0.0,0.0
6840.0,0.5,4.016062133282585,0.9499999999999998,0.0,0.0
7020.0,0.5,4.011478747032472,0.9749999999999998,0.0,0.0
7200.0,0.5,4.006863755536457,0.9999999999999999,0.0,0.0
7380.0,0.5,4.00223339567321,1.0250000000000001,0.0,0.0
7560.0,0.5,3.9975998362181056,1.05,0.0,0.0
7740.0,0.5,3.9929740611386606,1.0749999999999997,0.0,0.0
7920.0,0.5,3.9883648247195618,1.0999999999999999,0.0,0.0
8100.0,0.5,3.983777926654537,1.125,0.0,0.0
8280.0,0.5,3.9792175396784004,1.15,0.0,0.0
8460.0,0.5,3.974685076220144,1.1749999999999996,0.0,0.0
8640.0,0.5,3.9701801347759487,1.1999999999999995,0.0,0.0
8820.0,0.5,3.9657006851034637,1.2249999999999994,0.0,0.0
9000.0,0.5,3.96124335080985,1.2499999999999993,0.0,0.0
9180.0,0.5,3.956804168607024,1.2749999999999992,0.0,0.0
9360.0,0.5,3.952378606942823,1.2999999999999987,0.0,0.0
9540.0,0.5,3.9479610393481464,1.3249999999999986,0.0,0.0
9720.0,0.5,3.9435457446758786,1.3499999999999985,0.0,0.0
9900.0,0.5,3.939126309216804,1.3749999999999987,0.0,0.0
10080.0,0.5,3.934692298662977,1.3999999999999986,0.0,0.0
10260.0,0.5,3.9302328396628705,1.4249999999999987,0.0,0.0
10440.0,0.5,3.9257337000960373,1.4499999999999988,0.0,0.0
10620.0,0.5,3.9211738875922704,1.474999999999999,0.0,0.0
10800.0,0.5,3.9165304736837108,1.4999999999999991,0.0,0.0
10980.0,0.5,3.9117750520303387,1.5249999999999988,0.0,0.0
11160.0,0.5,3.9068729985058006,1.549999999999999,0.0,0.0
11340.0,0.5,3.901791675262605,1.574999999999999,0.0,0.0
11520.0,0.5,3.8965037422830964,1.5999999999999994,0.0,0.0
11700.0,0.5,3.890998075623731,1.6249999999999996,0.0,0.0
11880.0,0.5,3.8852912784809774,1.6499999999999997,0.0,0.0
12060.0,0.5,3.879432723957903,1.675,0.0,0.0
12240.0,0.5,3.873500468812935,1.6999999999999997,0.0,0.0
12420.0,0.5,3.8675856474945425,1.725,0.0,0.0
12600.0,0.5,3.861775633814327,1.7500000000000002,0.0,0.0
12780.0,0.5,3.8561405923769856,1.7750000000000001,0.0,0.0
12960.0,0.5,3.850725355438943,1.8,0.0,0.0
13140.0,0.5,3.8455498010784965,1.825,0.0,0.0
13320.0,0.5,3.8406108943876336,1.85,0.0,0.0
13500.0,0.5,3.835889681658374,1.875,0.0,0.0
13680.0,0.5,3.8313562159174595,1.9,0.0,0.0
13860.0,0.5,3.8269759687999976,1.925,0.0,0.0
14040.0,0.5,3.822713730962362,1.9500000000000002,0.0,0.0
14220.0,0.5,3.8185350182847166,1.9750000000000003,0.0,0.0
14400.0,0.5,3.814409446997568,2.0,0.0,0.0
14580.0,0.5,3.8103102733629353,2.025,0.0,0.0
14760.0,0.5,3.8062144500546946,2.0499999999999994,0.0,0.0
14940.0,0.5,3.802103358158701,2.0749999999999993,0.0,0.0
15120.0,0.5,3.7979618844855585,2.099999999999999,0.0,0.0
15300.0,0.5,3.7937781096925765,2.124999999999999,0.0,0.0
15480.0,0.5,3.7895433213294467,2.149999999999999,0.0,0.0
15660.0,0.5,3.785251897951255,2.174999999999999,0.0,0.0
15840.0,0.5,3.780900225968349,2.199999999999999,0.0,0.0
16020.0,0.5,3.7764875499016597,2.2249999999999988,0.0,0.0
16200.0,0.5,3.772015040456892,2.2499999999999987,0.0,0.0
16380.0,0.5,3.767486165623504,2.274999999999998,0.0,0.0
16560.0,0.5,3.7629063232234827,2.2999999999999985,0.0,0.0
16740.0,0.5,3.7582816518860995,2.3249999999999984,0.0,0.0
16920.0,0.5,3.7536209173438015,2.3499999999999988,0.0,0.0
17100.0,0.5,3.7489346076026253,2.374999999999999,0.0,0.0
17280.0,0.5,3.7442316057411027,2.399999999999999,0.0,0.0
17460.0,0.5,3.7395238579416636,2.4249999999999994,0.0,0.0
17640.0,0.5,3.7348223934334728,2.4499999999999993,0.0,0.0
17820.0,0.5,3.7301384938162427,2.474999999999999,0.0,0.0
18000.0,0.5,3.7254834687955363,2.499999999999999,0.0,0.0
18180.0,0.5,3.7208677267541863,2.524999999999999,0.0,0.0
18360.0,0.5,3.716300343844177,2.549999999999999,0.0,0.0
18540.0,0.5,3.71179026886061,2.574999999999998,0.0,0.0
18720.0,0.5,3.7073446213144523,2.599999999999998,0.0,0.0
18900.0,0.5,3.702968940129198,2.6249999999999982,0.0,0.0
19080.0,0.5,3.6986679110851535,2.649999999999998,0.0,0.0
19260.0,0.5,3.6944443616561435,2.6749999999999976,0.0,0.0
19440.0,0.5,3.690299677178822,2.6999999999999975,0.0,0.0
19620.0,0.5,3.6862340341973296,2.724999999999998,0.0,0.0
19800.0,0.5,3.6822461214328674,2.749999999999998,0.0,0.0
19980.0,0.5,3.6783336225317464,2.7749999999999977,0.0,0.0
20160.0,0.5,3.6744930757668053,2.7999999999999976,0.0,0.0
20340.0,0.5,3.6707197745585702,2.824999999999998,0.0,0.0
20520.0,0.5,3.6670088237541845,2.8499999999999983,0.0,0.0
20700.0,0.5,3.663354093363234,2.8749999999999987,0.0,0.0
20880.0,0.5,3.6597490478953083,2.8999999999999986,0.0,0.0
21060.0,0.5,3.6561870164911863,2.9249999999999985,0.0,0.0
21240.0,0.5,3.6526603142073526,2.949999999999998,0.0,0.0
21420.0,0.5,3.6491612692564983,2.9749999999999983,0.0,0.0
21600.0,0.5,3.645681862450272,2.9999999999999982,0.0,0.0
21780.0,0.5,3.6422138207480943,3.024999999999998,0.0,0.0
21960.0,0.5,3.6387483842489763,3.0499999999999976,0.0,0.0
22140.0,0.5,3.6352766451448226,3.0749999999999975,0.0,0.0
22320.0,0.5,3.631789418324758,3.0999999999999974,0.0,0.0
22500.0,0.5,3.6282768698119554,3.1249999999999964,0.0,0.0
22680.0,0.5,3.6247290373403853,3.1499999999999964,0.0,0.0
22860.0,0.5,3.6211355946676522,3.1749999999999967,0.0,0.0
23040.0,0.5,3.6174856536091067,3.199999999999997,0.0,0.0
23220.0,0.5,3.613768414715719,3.2249999999999974,0.0,0.0
23400.0,0.5,3.6099727714234437,3.2499999999999973,0.0,0.0
23580.0,0.5,3.606087823428731,3.2749999999999977,0.0,0.0
23760.0,0.5,3.6021033251413455,3.299999999999998,0.0,0.0
23940.0,0.5,3.598009672332426,3.3249999999999975,0.0,0.0
24120.0,0.5,3.5937987655189216,3.3499999999999974,0.0,0.0
24300.0,0.5,3.5894643097560937,3.374999999999998,0.0,0.0
24480.0,0.5,3.58500219907315,3.3999999999999977,0.0,0.0
24660.0,0.5,3.58041125274329,3.4249999999999976,0.0,0.0
24840.0,0.5,3.575693210082941,3.4499999999999975,0.0,0.0
25020.0,0.5,3.5708531519970137,3.474999999999998,0.0,0.0
25200.0,0.5,3.565899714884581,3.499999999999998,0.0,0.0
25380.0,0.5,3.560844619278927,3.5249999999999977,0.0,0.0
25560.0,0.5,3.5557028774341246,3.549999999999997,0.0,0.0
25740.0,0.5,3.5504922962269703,3.5749999999999975,0.0,0.0
25920.0,0.5,3.5452326717667733,3.5999999999999974,0.0,0.0
26100.0,0.5,3.539945713158639,3.624999999999998,0.0,0.0
26280.0,0.5,3.5346537195960543,3.6499999999999977,0.0,0.0
26460.0,0.5,3.5293791070892926,3.6749999999999976,0.0,0.0
26640.0,0.5,3.524143836810504,3.699999999999997,0.0,0.0
26820.0,0.5,3.5189679496068145,3.724999999999997,0.0,0.0
27000.0,0.5,3.5138695928468398,3.749999999999997,0.0,0.0
27180.0,0.5,3.5088642628806594,3.7749999999999964,0.0,0.0
27360.0,0.5,3.5039640992273755,3.799999999999996,0.0,0.0
27540.0,0.5,3.4991777071130468,3.8249999999999957,0.0,0.0
27720.0,0.5,3.4945103206554853,3.8499999999999956,0.0,0.0
27900.0,0.5,3.4899632623642622,3.874999999999996,0.0,0.0
28080.0,0.5,3.4855344716913708,3.899999999999996,0.0,0.0
28260.0,0.5,3.481217755490751,3.924999999999996,0.0,0.0
28440.0,0.5,3.477003344382621,3.9499999999999957,0.0,0.0
28620.0,0.5,3.4728789029188984,3.9749999999999956,0.0,0.0
28800.0,0.5,3.4688262928423397,3.9999999999999956,0.0,0.0
28980.0,0.5,3.4648246637938245,4.024999999999995,0.0,0.0
29160.0,0.5,3.4608486659832196,4.0499999999999945,0.0,0.0
29340.0,0.5,3.4568667936753377,4.074999999999996,0.0,0.0
29520.0,0.5,3.4528423332243885,4.099999999999995,0.0,0.0
29700.0,0.5,3.4487318836389553,4.124999999999996,0.0,0.0
29880.0,0.5,3.444482148572516,4.149999999999996,0.0,0.0
30060.0,0.5,3.4400319160699095,4.174999999999995,0.0,0.0
30240.0,0.5,3.4353066188067505,4.199999999999995,0.0,0.0
30420.0,0.5,3.430219286321246,4.224999999999994,0.0,0.0
30600.0,0.5,3.4246674860011237,4.249999999999995,0.0,0.0
30780.0,0.5,3.418532857287685,4.274999999999995,0.0,0.0
30960.0,0.5,3.4116811640941807,4.299999999999993,0.0,0.0
31140.0,0.5,3.403967092521735,4.324999999999993,0.0,0.0
31320.0,0.5,3.3952416548484035,4.349999999999993,0.0,0.0
31500.0,0.5,3.385366799336246,4.374999999999994,0.0,0.0
31680.0,0.5,3.3742346427982977,4.399999999999995,0.0,0.0
31860.0,0.5,3.3617881041348614,4.4249999999999945,0.0,0.0
32040.0,0.5,3.3480458833682767,4.449999999999994,0.0,0.0
32220.0,0.5,3.333113034602906,4.474999999999994,0.0,0.0
32400.0,0.5,3.317184458480919,4.499999999999995,0.0,0.0
32580.0,0.5,3.300525642249295,4.524999999999994,0.0,0.0
32760.0,0.5,3.2834352637722644,4.5499999999999945,0.0,0.0
32940.0,0.5,3.2661993970688767,4.574999999999994,0.0,0.0
33120.0,0.5,3.24904061453876,4.599999999999995,0.0,0.0
33300.0,0.5,3.2320833152225026,4.624999999999996,0.0,0.0
33480.0,0.5,3.2153354199014834,4.649999999999996,0.0,0.0
33660.0,0.5,3.1986844858587533,4.674999999999995,0.0,0.0
33840.0,0.5,3.1819186371773305,4.699999999999996,0.0,0.0
34020.0,0.5,3.1647270779760355,4.724999999999997,0.0,0.0
34200.0,0.5,3.1467314940831255,4.749999999999998,0.0,0.0
34380.0,0.5,3.127489793865216,4.774999999999998,0.0,0.0
34560.0,0.5,3.1065016529989453,4.799999999999998,0.0,0.0
34740.0,0.5,3.083205026674939,4.8249999999999975,0.0,0.0
34920.0,0.5,3.0569693644023754,4.849999999999998,0.0,0.0
35100.0,0.5,3.02708190676109,4.874999999999998,0.0,0.0
35280.0,0.5,2.9927275088471896,4.899999999999998,0.0,0.0
35460.0,0.5,2.952968807966427,4.924999999999997,0.0,0.0
35640.0,0.5,2.906716980504111,4.949999999999997,0.0,0.0
35820.0,0.5,2.852700671738534,4.974999999999997,0.0,0.0
36000.0,0.5,2.789427045727245,4.999999999999997,0.0,0.0
36180.0,0.5,2.7151364690178106,5.024999999999998,0.0,0.0
36360.0,0.5,2.6277472446066863,5.049999999999998,0.0,0.0
36540.0,0.5,2.5247894996559497,5.074999999999997,0.0,0.0
36579.22199893049,0.5,2.500009999999998,5.080447499851453,0.0,0.0
36579.221998930494,-0.5,2.5718321632191787,5.080447499851453,1.0,0.0
36759.22199893049,-0.5,2.7555402050420437,5.055447499851454,1.0,0.0
36939.22199893049,-0.5,2.835414554831505,5.030447499851452,1.0,0.0
37119.22199893049,-0.5,2.9019053049200143,5.005447499851453,1.0,0.0
37299.22199893049,-0.5,2.9582651325660816,4.980447499851453,1.0,0.0
37479.22199893049,-0.5,3.0062534009895696,4.955447499851454,1.0,0.0
37659.22199893049,-0.5,3.0472866830947627,4.9304474998514545,1.0,0.0
37839.22199893049,-0.5,3.0825472027365466,4.905447499851455,1.0,0.0
38019.22199893049,-0.5,3.113038938410326,4.8804474998514555,1.0,0.0
38199.22199893049,-0.5,3.139624777191285,4.855447499851455,1.0,0.0
38379.22199893049,-0.5,3.1630533317059184,4.830447499851456,1.0,0.0
38559.22199893049,-0.5,3.1839828152314107,4.805447499851455,1.0,0.0
38739.22199893049,-0.5,3.202996748713467,4.780447499851455,1.0,0.0
38919.22199893049,-0.5,3.2206154752075213,4.755447499851456,1.0,0.0
39099.22199893049,-0.5,3.2373006093691186,4.730447499851456,1.0,0.0
39279.22199893049,-0.5,3.253455857999705,4.705447499851456,1.0,0.0
39459.22199893049,-0.5,3.2694166024967,4.680447499851456,1.0,0.0
39639.22199893049,-0.5,3.2854337909272555,4.655447499851456,1.0,0.0
39819.22199893049,-0.5,3.3016649544499725,4.630447499851454,1.0,0.0
39999.22199893049,-0.5,3.3181523865546554,4.605447499851454,1.0,0.0
40179.22199893049,-0.5,3.33481941728673,4.580447499851454,1.0,0.0
40359.22199893049,-0.5,3.3514815734064607,4.555447499851454,1.0,0.0
40539.22199893049,-0.5,3.367873122604367,4.530447499851452,1.0,0.0
40719.22199893049,-0.5,3.3836944804152527,4.50544749985145,1.0,0.0
40899.22199893049,-0.5,3.3986578266018883,4.480447499851449,1.0,0.0
41079.22199893049,-0.5,3.4125320165242936,4.4554474998514495,1.0,0.0
41259.22199893049,-0.5,3.4251694108102937,4.43044749985145,1.0,0.0
41439.22199893049,-0.5,3.43651031530933,4.405447499851451,1.0,0.0
41619.22199893049,-0.5,3.446579001546776,4.38044749985145,1.0,0.0
41799.22199893049,-0.5,3.4554583302434176,4.35544749985145,1.0,0.0
41979.22199893049,-0.5,3.4632729416360997,4.33044749985145,1.0,0.0
42159.22199893049,-0.5,3.4701658244474176,4.305447499851449,1.0,0.0
42339.22199893049,-0.5,3.476283336122197,4.28044749985145,1.0,0.0
42519.22199893049,-0.5,3.481766031710862,4.255447499851449,1.0,0.0
42699.22199893049,-0.5,3.48674103203585,4.23044749985145,1.0,0.0
42879.22199893049,-0.5,3.491320115872239,4.2054474998514495,1.0,0.0
43059.22199893049,-0.5,3.495599933889431,4.180447499851449,1.0,0.0
43239.22199893049,-0.5,3.4996615855870195,4.155447499851449,1.0,0.0
43419.22199893049,-0.5,3.5035735400921846,4.130447499851449,1.0,0.0
43599.22199893049,-0.5,3.5073918479795356,4.105447499851449,1.0,0.0
43779.22199893049,-0.5,3.51116436548193,4.080447499851449,1.0,0.0
43959.22199893049,-0.5,3.5149297502345123,4.055447499851449,1.0,0.0
44139.22199893049,-0.5,3.518719904378524,4.03044749985145,1.0,0.0
44319.22199893049,-0.5,3.5225617837944605,4.005447499851449,1.0,0.0
44499.22199893049,-0.5,3.5264769669241636,3.980447499851449,1.0,0.0
44679.22199893049,-0.5,3.530482669884213,3.9554474998514486,1.0,0.0
44859.22199893049,-0.5,3.534592858600134,3.930447499851449,1.0,0.0
45039.22199893049,-0.5,3.5388176683306867,3.9054474998514492,1.0,0.0
45219.22199893049,-0.5,3.543163559324264,3.8804474998514493,1.0,0.0
45399.22199893049,-0.5,3.5476343270870756,3.8554474998514494,1.0,0.0
45579.22199893049,-0.5,3.5522298008755486,3.8304474998514495,1.0,0.0
45759.22199893049,-0.5,3.5569468919842957,3.8054474998514496,1.0,0.0
45939.22199893049,-0.5,3.561778347333619,3.7804474998514497,1.0,0.0
46119.22199893049,-0.5,3.5667141501452413,3.7554474998514493,1.0,0.0
46299.22199893049,-0.5,3.5717409901165436,3.7304474998514494,1.0,0.0
46479.22199893049,-0.5,3.576842374131622,3.705447499851449,1.0,0.0
46659.22199893049,-0.5,3.5819995889569016,3.6804474998514487,1.0,0.0
46839.22199893049,-0.5,3.587192726871966,3.6554474998514483,1.0,0.0
47019.22199893049,-0.5,3.592399594219612,3.6304474998514484,1.0,0.0
47199.22199893049,-0.5,3.597598381962648,3.605447499851449,1.0,0.0
47379.22199893049,-0.5,3.6027684222262635,3.580447499851449,1.0,0.0
47559.22199893049,-0.5,3.607888935176482,3.555447499851449,1.0,0.0
47739.22199893049,-0.5,3.6129418433670937,3.5304474998514492,1.0,0.0
47919.22199893049,-0.5,3.6179119821346113,3.505447499851449,1.0,0.0
48099.22199893049,-0.5,3.6227859758947347,3.4804474998514485,1.0,0.0
48279.22199893049,-0.5,3.6275542838767727,3.455447499851448,1.0,0.0
48459.22199893049,-0.5,3.6322103823763294,3.430447499851448,1.0,0.0
48639.22199893049,-0.5,3.636750754703132,3.405447499851448,1.0,0.0
48819.22199893049,-0.5,3.641174939516665,3.380447499851448,1.0,0.0
48999.22199893049,-0.5,3.64548482446594,3.355447499851448,1.0,0.0
49179.22199893049,-0.5,3.6496851827100727,3.330447499851448,1.0,0.0
49359.22199893049,-0.5,3.6537824970044404,3.3054474998514483,1.0,0.0
49539.22199893049,-0.5,3.657784154115995,3.280447499851448,1.0,0.0
49719.22199893049,-0.5,3.661700439509817,3.255447499851448,1.0,0.0
49899.22199893049,-0.5,3.665541493337819,3.2304474998514476,1.0,0.0
50079.22199893049,-0.5,3.6693174466270433,3.2054474998514477,1.0,0.0
50259.22199893049,-0.5,3.6730409983317562,3.1804474998514487,1.0,0.0
50439.22199893049,-0.5,3.676723471413135,3.1554474998514483,1.0,0.0
50619.22199893049,-0.5,3.6803756685750852,3.1304474998514484,1.0,0.0
50799.22199893049,-0.5,3.684010531109917,3.1054474998514485,1.0,0.0
50979.22199893049,-0.5,3.687638904127528,3.0804474998514486,1.0,0.0
51159.22199893049,-0.5,3.6912714683400036,3.0554474998514487,1.0,0.0
51339.22199893049,-0.5,3.6949193439764727,3.0304474998514483,1.0,0.0
51519.22199893049,-0.5,3.6985925313426913,3.0054474998514484,1.0,0.0
51699.22199893049,-0.5,3.7023000653893714,2.9804474998514485,1.0,0.0
51879.22199893049,-0.5,3.7060511247480843,2.955447499851448,1.0,0.0
52059.22199893049,-0.5,3.709853555632508,2.9304474998514483,1.0,0.0
52239.22199893049,-0.5,3.7137140632290233,2.9054474998514483,1.0,0.0
52419.22199893049,-0.5,3.7176389787788926,2.880447499851449,1.0,0.0
52599.22199893049,-0.5,3.7216331364542636,2.8554474998514485,1.0,0.0
52779.22199893049,-0.5,3.725699902879808,2.8304474998514486,1.0,0.0
52959.22199893049,-0.5,3.729841886327353,2.8054474998514483,1.0,0.0
53139.22199893049,-0.5,3.7340598464424692,2.7804474998514483,1.0,0.0
53319.22199893049,-0.5,3.7383532564193818,2.7554474998514484,1.0,0.0
53499.22199893049,-0.5,3.7427199047252424,2.7304474998514485,1.0,0.0
53679.22199893049,-0.5,3.7471559815274427,2.705447499851448,1.0,0.0
53859.22199893049,-0.5,3.7516567148860895,2.6804474998514483,1.0,0.0
54039.22199893049,-0.5,3.7562149797347075,2.6554474998514475,1.0,0.0
54219.22199893049,-0.5,3.7608226987423485,2.6304474998514475,1.0,0.0
54399.22199893049,-0.5,3.7654714542891137,2.6054474998514476,1.0,0.0
54579.22199893049,-0.5,3.7701506955340927,2.5804474998514477,1.0,0.0
54759.22199893049,-0.5,3.774848773554928,2.555447499851448,1.0,0.0
54939.22199893049,-0.5,3.7795558503485225,2.5304474998514475,1.0,0.0
55119.22199893049,-0.5,3.784259646849744,2.505447499851447,1.0,0.0
55299.22199893049,-0.5,3.7889497999239645,2.480447499851447,1.0,0.0
55479.22199893049,-0.5,3.793615419487596,2.4554474998514473,1.0,0.0
55659.22199893049,-0.5,3.7982460167606393,2.430447499851447,1.0,0.0
55839.22199893049,-0.5,3.8028343674528062,2.4054474998514466,1.0,0.0
56019.22199893049,-0.5,3.807373725563426,2.3804474998514467,1.0,0.0
56199.22199893049,-0.5,3.8118568049323285,2.3554474998514463,1.0,0.0
56379.22199893049,-0.5,3.816280679584967,2.3304474998514464,1.0,0.0
56559.22199893049,-0.5,3.820643713419268,2.3054474998514465,1.0,0.0
56739.22199893049,-0.5,3.824946091010544,2.280447499851446,1.0,0.0
56919.22199893049,-0.5,3.829190268841479,2.2554474998514458,1.0,0.0
57099.22199893049,-0.5,3.833380385745678,2.230447499851446,1.0,0.0
57279.22199893049,-0.5,3.8375227164095125,2.205447499851446,1.0,0.0
57459.22199893049,-0.5,3.8416247566923896,2.180447499851446,1.0,0.0
57639.22199893049,-0.5,3.8456949380100847,2.155447499851446,1.0,0.0
57819.22199893049,-0.5,3.8497424738339383,2.130447499851446,1.0,0.0
57999.22199893049,-0.5,3.8537771954479085,2.105447499851446,1.0,0.0
58179.22199893049,-0.5,3.85780892710625,2.0804474998514455,1.0,0.0
58359.22199893049,-0.5,3.8618475719373153,2.055447499851446,1.0,0.0
58539.22199893049,-0.5,3.865905230125899,2.0304474998514457,1.0,0.0
58719.22199893049,-0.5,3.8699939893751107,2.0054474998514458,1.0,0.0
58899.22199893049,-0.5,3.8741277251226265,1.9804474998514456,1.0,0.0
59079.22199893049,-0.5,3.8783250996692935,1.955447499851446,1.0,0.0
59259.22199893049,-0.5,3.8826055566628486,1.9304474998514463,1.0,0.0
59439.22199893049,-0.5,3.886992590109763,1.9054474998514466,1.0,0.0
59619.22199893049,-0.5,3.891516327380147,1.8804474998514464,1.0,0.0
59799.22199893049,-0.5,3.8962078550970247,1.8554474998514463,1.0,0.0
59979.22199893049,-0.5,3.901100594325811,1.8304474998514466,1.0,0.0
60159.22199893049,-0.5,3.9062263696620367,1.8054474998514467,1.0,0.0
60339.22199893049,-0.5,3.9116044885100907,1.7804474998514468,1.0,0.0
60519.22199893049,-0.5,3.917233054551164,1.7554474998514464,1.0,0.0
60699.22199893049,-0.5,3.923080758784885,1.7304474998514463,1.0,0.0
60879.22199893049,-0.5,3.9290856619024943,1.7054474998514464,1.0,0.0
61059.22199893049,-0.5,3.9351632963103826,1.6804474998514465,1.0,0.0
61239.22199893049,-0.5,3.9412232405466616,1.6554474998514468,1.0,0.0
61419.22199893049,-0.5,3.9471848237159497,1.6304474998514469,1.0,0.0
61599.22199893049,-0.5,3.9529884641503825,1.605447499851447,1.0,0.0
61779.22199893049,-0.5,3.958599611778544,1.5804474998514468,1.0,0.0
61959.22199893049,-0.5,3.9640076116796994,1.5554474998514467,1.0,0.0
62139.22199893049,-0.5,3.9692211738829917,1.530447499851447,1.0,0.0
62319.22199893049,-0.5,3.9742619811524067,1.505447499851447,1.0,0.0
62499.22199893049,-0.5,3.97915865979503,1.480447499851447,1.0,0.0
62679.22199893049,-0.5,3.983943184663266,1.4554474998514473,1.0,0.0
62859.22199893049,-0.5,3.988646010668429,1.4304474998514474,1.0,0.0
63039.22199893049,-0.5,3.9932944694333186,1.4054474998514472,1.0,0.0
63219.22199893049,-0.5,3.9979129018380513,1.380447499851447,1.0,0.0
63399.22199893049,-0.5,4.002520369546467,1.3554474998514472,1.0,0.0
63579.22199893049,-0.5,4.007132014761494,1.3304474998514473,1.0,0.0
63759.22199893049,-0.5,4.011758901278878,1.3054474998514476,1.0,0.0
63939.22199893049,-0.5,4.016408230695351,1.280447499851448,1.0,0.0
64119.22199893049,-0.5,4.02108360274763,1.2554474998514478,1.0,0.0
64299.22199893049,-0.5,4.025785784893453,1.230447499851448,1.0,0.0
64479.22199893049,-0.5,4.0305122245482075,1.205447499851448,1.0,0.0
64659.22199893049,-0.5,4.0352581801343455,1.180447499851448,1.0,0.0
64839.22199893049,-0.5,4.040015673923833,1.1554474998514481,1.0,0.0
65019.22199893049,-0.5,4.0447745880354695,1.1304474998514482,1.0,0.0
65199.22199893049,-0.5,4.049522702302628,1.105447499851448,1.0,0.0
65379.22199893049,-0.5,4.054244859945397,1.080447499851448,1.0,0.0
65559.22199893049,-0.5,4.058924780518973,1.0554474998514478,1.0,0.0
65739.22199893049,-0.5,4.063544668922276,1.0304474998514477,1.0,0.0
65919.22199893049,-0.5,4.068082857961949,1.0054474998514473,1.0,0.0
66099.22199893049,-0.5,4.072518008113903,0.9804474998514475,1.0,0.0
66279.22199893049,-0.5,4.076828696859701,0.9554474998514476,1.0,0.0
66459.22199893049,-0.5,4.08099065124866,0.9304474998514476,1.0,0.0
66639.22199893049,-0.5,4.084981435340373,0.9054474998514476,1.0,0.0
66819.22199893049,-0.5,4.088778923769112,0.8804474998514477,1.0,0.0
66999.22199893049,-0.5,4.092361912335534,0.8554474998514476,1.0,0.0
67179.22199893049,-0.5,4.0957122288356045,0.8304474998514477,1.0,0.0
67359.22199893049,-0.5,4.098814688172228,0.8054474998514477,1.0,0.0
67539.22199893049,-0.5,4.101658024635212,0.7804474998514476,1.0,0.0
67719.22199893049,-0.5,4.1042365537442045,0.7554474998514477,1.0,0.0
67899.22199893049,-0.5,4.106550230182974,0.7304474998514476,1.0,0.0
68079.22199893049,-0.5,4.108606591897575,0.7054474998514476,1.0,0.0
68259.22199893049,-0.5,4.110420491567949,0.6804474998514477,1.0,0.0
68439.22199893049,-0.5,4.112015159055607,0.6554474998514478,1.0,0.0
68619.22199893049,-0.5,4.1134236353895535,0.6304474998514478,1.0,0.0
68799.22199893049,-0.5,4.114686553957661,0.6054474998514477,1.0,0.0
68979.22199893049,-0.5,4.115852534509763,0.5804474998514477,1.0,0.0
69159.22199893049,-0.5,4.116977318727601,0.5554474998514478,1.0,0.0
69339.22199893049,-0.5,4.118120524433323,0.5304474998514479,1.0,0.0
69519.22199893049,-0.5,4.11934087040761,0.5054474998514479,1.0,0.0
69699.22199893049,-0.5,4.120706393328117,0.4804474998514479,1.0,0.0
